Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.01," Empréstimos e Financiamentos "," 100074 "," 156233 "
2.02.01.01," Empréstimos e Financiamentos "," 99624 "," 149930 "
2.02.01.01.01," Em Moeda Nacional "," 99624 "," 149930 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 450 "," 6303 "
2.02.01.03.01," Passivos de arrendamento "," 450 "," 6303 "
2.02.02," Outras Obrigações "," 4624 "," 5655 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 4624 "," 5655 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Provisão para passivo a descoberto de controlada "," "," "
2.02.02.02.04," Contribuição social sobre o lucro líquido a pagar "," "," "
2.02.02.02.05," Outros passivos "," 4624 "," 5655 "
2.02.02.02.06," Tributos a recolher-(Refis Forjas) "," "," "
2.02.03," Tributos Diferidos "," 14925 "," 1282 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 14925 "," 1282 "
2.02.04," Provisões "," 266619 "," 274590 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 238491 "," 264004 "
2.02.04.01.01," Provisões Fiscais "," 66707 "," 71811 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 195908 "," 220452 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.01.05," Depósitos judiciais "," -24124 "," -28259 "
2.02.04.02," Outras Provisões "," 28128 "," 10586 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," 28128 "," 10586 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 1710803 "," 1341987 "
2.03.01," Capital Social Realizado "," 966255 "," 966255 "
2.03.02," Reservas de Capital "," "," "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 922594 "," 538404 "
2.03.04.01," Reserva Legal "," 184833 "," 156490 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," 175572 "," 175572 "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," 404428 "," 48581 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Reserva para Expansão e Modernização "," 157761 "," 157761 "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," 28358 "," 20927 "
2.03.07," Ajustes Acumulados de Conversão "," -202402 "," -177630 "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.08.01," Ganho/perda de variação monetária, líquida "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," -4002 "," -5969 "
