Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.03.04," Reservas de Lucros "," 1136274 "," 974314 "
2.03.04.01," Reserva Legal "," 58627 "," 47447 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 1077647 "," 926867 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," 842085 "," 730832 "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 3790 "," 1715 "
