Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 1442000 "," 1385000 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," 65000 "," 19000 "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 16380000 "," 16807000 "
2.03.01," Capital Social Realizado "," 5859000 "," 5434000 "
2.03.02," Reservas de Capital "," 291000 "," 479000 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," 289000 "," 472000 "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Reserva de Capital "," 2000 "," 7000 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 6925000 "," 6090000 "
2.03.04.01," Reserva Legal "," 705000 "," 665000 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 233000 "," 230000 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 2349000 "," 67000 "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Reserva para Expansão "," 2575000 "," 4444000 "
2.03.04.12," Transações com não Contraladores "," 1213000 "," 834000 "
2.03.04.14," Liquidação de Instrumento Patrimonial "," -150000 "," -150000 "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 574000 "," 1692000 "
2.03.09," Participação dos Acionistas Não Controladores "," 2731000 "," 3112000 "
