Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.01.05.02.11," Processos Julgados "," 781 "," 4815 "
2.01.05.02.12," Débito Faturamento Residencial - ARES PJC 352 2020 "," 2131 "," 11353 "
2.01.05.02.13," Outras Contas a Pagar "," 1295 "," 1201 "
2.01.06," Provisões "," 13288 "," 19981 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 13288 "," 19981 "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," 13288 "," 19981 "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 866566 "," 704848 "
2.02.01," Empréstimos e Financiamentos "," 659680 "," 489234 "
2.02.01.01," Empréstimos e Financiamentos "," 592686 "," 419239 "
2.02.01.01.01," Em Moeda Nacional "," 592686 "," 419239 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 66994 "," 69995 "
2.02.02," Outras Obrigações "," 1466 "," 1312 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.02," Débitos com Controladas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 1466 "," 1312 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Tributos parcelados "," 0 "," 76 "
2.02.02.02.04," Encargos Sociais parcelados "," "," "
2.02.02.02.05," Depósitos Judiciais - Autuação INSS "," 628 "," 614 "
2.02.02.02.06," Processos Julgados "," 533 "," 544 "
2.02.02.02.07," Honorários Advocatícios "," 305 "," 78 "
2.02.03," Tributos Diferidos "," 11327 "," 11588 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 11327 "," 11588 "
2.02.04," Provisões "," 34591 "," 32931 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 34591 "," 32931 "
2.02.04.01.01," Provisões Fiscais "," 20 "," 20 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 3499 "," 3771 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," 30876 "," 28939 "
2.02.04.01.04," Provisões Cíveis "," 196 "," 201 "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," 159502 "," 169783 "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," 159502 "," 169783 "
2.02.06.03.01," Subvenções Governamentais "," 159502 "," 169783 "
2.03," Patrimônio Líquido "," 560394 "," 552664 "
2.03.01," Capital Social Realizado "," 453185 "," 453185 "
2.03.02," Reservas de Capital "," 3399 "," 3399 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Correção Monetária Especial "," 1492 "," 1492 "
2.03.02.08," Doações e Subvenções "," 1907 "," 1907 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 105826 "," 96080 "
2.03.04.01," Reserva Legal "," 19243 "," 15168 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 25595 "," 58170 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 34329 "," 22742 "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Dividendo Mínimo Obrigatório "," "," "
2.03.04.11," Dividendo Adicional proposto "," 26659 "," 0 "
2.03.04.12," Juros Sobre o Capital Próprio "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -2016 "," 0 "
2.03.08.01," Ganhos e Perdas Atuariais "," -2016 "," 0 "
