Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.04.01.01," Provisões Fiscais "," 138 "," 218 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 2279 "," 3341 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 13877 "," 12816 "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 461630 "," 517651 "
2.03.01," Capital Social Realizado "," 144694 "," 234322 "
2.03.02," Reservas de Capital "," -10479 "," 48486 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," -12417 "," 0 "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Reserva de Capital "," 1938 "," 48486 "
2.03.03," Reservas de Reavaliação "," 158 "," 336 "
2.03.04," Reservas de Lucros "," 299307 "," 197708 "
2.03.04.01," Reserva Legal "," 25022 "," 17290 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 57257 "," 57257 "
2.03.04.08," Dividendo Adicional Proposto "," 58325 "," 6306 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Reserva de Lucros "," 158703 "," 116855 "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," 27950 "," 36799 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
