Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.02.02.04," Outras obrigações fiscais "," 6708 "," 0 "
2.02.02.02.07," Obrigações com benefícios pós-emprego "," 201501 "," 271939 "
2.02.02.02.09," Encargos Setoriais "," 21301 "," 117539 "
2.02.02.02.10," PIS/COFINS a serem restituídos a consumidores "," 2408153 "," 0 "
2.02.02.02.12," Outros passivos "," 39018 "," 45613 "
2.02.02.02.13," Passivo financeiro setorial "," "," "
2.02.02.02.14," Obrigações com arrendamentos "," 18348 "," 961 "
2.02.02.02.16," Instrumentos financeiros derivativos - swap "," 2930 "," 0 "
2.02.03," Tributos Diferidos "," "," "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," "," "
2.02.04," Provisões "," 1164977 "," 1135622 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 1164977 "," 1135622 "
2.02.04.01.01," Provisões Fiscais "," 106199 "," 39 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 230789 "," 480734 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 47113 "," 539332 "
2.02.04.01.05," Provisão para processos judiciais e outros "," 780876 "," 115517 "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 5911459 "," 5997583 "
2.03.01," Capital Social Realizado "," 5664952 "," 5075679 "
2.03.02," Reservas de Capital "," 3507653 "," 4096926 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," 3507653 "," 3507653 "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," 0 "," 589273 "
2.03.03," Reservas de Reavaliação "," 70605 "," 63049 "
2.03.04," Reservas de Lucros "," "," "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," -3320191 "," -3239242 "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -11560 "," 1171 "
