Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.02.02.04," Passivo de Arrendamento "," 25000 "," 9000 "
2.02.02.02.05," Instrumentos Financeiros Derivativos "," 58000 "," 0 "
2.02.02.02.06," Tributos sobre o Lucro "," "," "
2.02.02.02.07," Outros Tributos e Encargos Setoriais a Recolher "," 81000 "," 99000 "
2.02.02.02.08," Ressarcimento à Consumidores - Tributos Federais "," 1725000 "," 2872000 "
2.02.02.02.09," Salários, Benefícios a Empregados e Encargos a Pagar "," 625000 "," 772000 "
2.02.02.02.10," Passivo Financeiro Setorial (Parcela A e Outros) "," 0 "," 179000 "
2.02.02.02.11," Outros Passivos Não Circulantes "," 141000 "," 48000 "
2.02.03," Tributos Diferidos "," 215000 "," 0 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 215000 "," 0 "
2.02.04," Provisões "," 321000 "," 286000 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 6176000 "," 6109000 "
2.03.01," Capital Social Realizado "," 2988000 "," 2988000 "
2.03.02," Reservas de Capital "," 356000 "," 356000 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 3026000 "," 2981000 "
2.03.04.01," Reserva Legal "," 326000 "," 251000 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 700000 "," 1521000 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 1401000 "," 1209000 "
2.03.04.08," Dividendo Adicional Proposto "," 599000 "," 0 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -194000 "," -216000 "
