Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.01.05.02.07," Adiantamentos de Clientes "," 237092 "," 27897 "
2.01.05.02.08," Outras Obrigações "," 455251 "," 287275 "
2.01.05.02.09," Obrigações com operações de derivativos "," 0 "," 5297 "
2.01.05.02.10," Arrendamentos operacionais "," 2057687 "," 1317008 "
2.01.05.02.11," Fornecedores - Risco Sacado "," 22733 "," 0 "
2.01.06," Provisões "," 477324 "," 169381 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 477324 "," 169381 "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.01.05," Provisões para devolução de aeronaves e motores "," 477324 "," 169381 "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 24374227 "," 16182979 "
2.02.01," Empréstimos e Financiamentos "," 11265416 "," 7623687 "
2.02.01.01," Empréstimos e Financiamentos "," 10210167 "," 7477517 "
2.02.01.01.01," Em Moeda Nacional "," 9757 "," 17275 "
2.02.01.01.02," Em Moeda Estrangeira "," 10200410 "," 7460242 "
2.02.01.02," Debêntures "," 1055249 "," 146170 "
2.02.01.02.01," Debêntures "," 1055249 "," 146170 "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 9998402 "," 6986143 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 9998402 "," 6986143 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Programa de Milhagem "," 318349 "," 322460 "
2.02.02.02.04," Obrigações Fiscais "," 24414 "," 32362 "
2.02.02.02.05," Outras obrigações "," 845509 "," 331479 "
2.02.02.02.06," Obrigações Trabalhistas "," 25919 "," 0 "
2.02.02.02.07," Arrendamentos operacionais "," 8705297 "," 6267184 "
2.02.02.02.08," Fornecedores "," 78914 "," 32658 "
2.02.03," Tributos Diferidos "," 411 "," 219634 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 411 "," 219634 "
2.02.04," Provisões "," 3109998 "," 1353515 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 907489 "," 491981 "
2.02.04.01.01," Provisões Fiscais "," 168360 "," 22329 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 475191 "," 269297 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," 75439 "," 99549 "
2.02.04.01.04," Provisões Cíveis "," 188499 "," 100806 "
2.02.04.02," Outras Provisões "," 2202509 "," 861534 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Benefício pós emprego "," "," "
2.02.04.02.05," Provisões para devolução de aeronaves e motores "," 2202509 "," 861534 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," -21053678 "," -13767059 "
2.03.01," Capital Social Realizado "," 4039115 "," 3010616 "
2.03.01.01," Capital Social "," 4039112 "," 3009436 "
2.03.01.02," Ações a Emitir "," 3 "," 1180 "
2.03.02," Reservas de Capital "," 167197 "," 145031 "
2.03.02.01," Ágio na Emissão de Ações "," 11020 "," 17497 "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," 83229 "," 83229 "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," -41514 "," -62215 "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Remuneração Baseada em Ações "," 114462 "," 106520 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," "," "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," -24206908 "," -16985370 "
2.03.06," Ajustes de Avaliação Patrimonial "," -1054114 "," -577933 "
2.03.06.01," Ajustes de Avaliação Patrimonial "," -918801 "," -1311076 "
2.03.06.02," Alteração de Participação Societária "," -150168 "," 759812 "
2.03.06.03," Beneficio pós-emprego "," 14855 "," -26669 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 1032 "," 564 "
2.03.08.01," Outros Resultados Abrangentes "," 1032 "," 564 "
2.03.09," Participação dos Acionistas Não Controladores "," 0 "," 640033 "
