Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.01.06.02," Outras Provisões "," 6930 "," 6478 "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Outras Provisões "," 6930 "," 6478 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 3643044 "," 2284257 "
2.02.01," Empréstimos e Financiamentos "," 2211108 "," 731717 "
2.02.01.01," Empréstimos e Financiamentos "," 787774 "," 189871 "
2.02.01.01.01," Em Moeda Nacional "," 787774 "," 189871 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," 1423334 "," 541846 "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 692092 "," 767869 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.02," Débitos com Controladas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 692092 "," 767869 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Encargos setoriais "," "," "
2.02.02.02.04," Outros tributos a recolher "," 92472 "," 96747 "
2.02.02.02.05," Fornecedores "," "," "
2.02.02.02.06," Passivos financeiros setoriais "," 575907 "," 658055 "
2.02.02.02.07," Outras contas a pagar "," 23713 "," 13067 "
2.02.03," Tributos Diferidos "," 1665 "," 1395 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 1665 "," 1395 "
2.02.04," Provisões "," 738179 "," 783276 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 738179 "," 783276 "
2.02.04.01.01," Provisões Fiscais "," 30682 "," 27312 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 102122 "," 85339 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," 543325 "," 610855 "
2.02.04.01.04," Provisões Cíveis "," 58710 "," 56578 "
2.02.04.01.05," Outros "," 3340 "," 3192 "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 1382908 "," 1082961 "
2.03.01," Capital Social Realizado "," 650572 "," 650572 "
2.03.02," Reservas de Capital "," 20615 "," 20615 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," 20615 "," 20615 "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Juros de obra em andamento "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 992724 "," 741672 "
2.03.04.01," Reserva Legal "," 88062 "," 65842 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 589185 "," 444530 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 58563 "," 46645 "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Outras reservas de lucros "," "," "
2.03.04.11," Lucros Retidos à Deliberar "," 256914 "," 184655 "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -281003 "," -329898 "
