Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.02.02.03," Fornecedores "," 74216 "," 41538 "
2.02.02.02.04," Instrumentos financeiros derivativos "," 0 "," 9141 "
2.02.02.02.05," Contratos futuros de energia "," 337697 "," 29405 "
2.02.02.02.06," Encargos setoriais "," 0 "," 1240 "
2.02.02.02.07," Tributos a recolher "," 13396 "," 10525 "
2.02.02.02.08," UBP - Uso do bem público "," 87531 "," 114057 "
2.02.02.02.09," Obrigações socioambientais e desmobilização de ativos "," 270276 "," 229335 "
2.02.02.02.10," Benefícios pós-emprego "," 1785499 "," 2412379 "
2.02.02.02.11," Outros passivos "," 86291 "," 48103 "
2.02.03," Tributos Diferidos "," 352024 "," 357238 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 352024 "," 357238 "
2.02.04," Provisões "," 1337382 "," 1824527 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," 1337382 "," 1824527 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Provisão de ressarcimento "," 7970 "," 76221 "
2.02.04.02.05," Provisões "," 1329412 "," 1748306 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 9046515 "," 8253656 "
2.03.01," Capital Social Realizado "," 3000836 "," 2977983 "
2.03.02," Reservas de Capital "," "," "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 1861941 "," 1537852 "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," -405374 "," -636478 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 4589112 "," 4374299 "
