Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 24689 "," 17472 "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," 0 "," -155808 "
2.03.04.10," Outras Reservas de Lucro "," 1156557 "," 865002 "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," 60069 "," 63811 "
2.03.08.01," Ajuste Valor Atribuído ao Ativo Imobilizado "," 75471 "," 78966 "
2.03.08.02," Equivalência Patrimonial s/Resultados Abrangentes Controladas "," -5614 "," -5462 "
2.03.08.03," Outros Resultados Abrangentes "," -9788 "," -9693 "
2.03.08.04," Ajuste de Avaliação Patrimonial "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 754521 "," 616787 "
