Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.03.02.08," Plano de subscrição de ações "," 117880 "," 47140 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 1212941 "," 0 "
2.03.04.01," Reserva Legal "," 27190 "," 0 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Acervo Líquido incorporado "," 1003760 "," 0 "
2.03.04.11," Reserva para novos empreendimentos "," 181991 "," 0 "
2.03.05," Lucros/Prejuízos Acumulados "," 0 "," -2804397 "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -219440 "," -97688 "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
