Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.02.01.01.01," Em Moeda Nacional "," 121619 "," 117240 "
2.02.01.01.02," Em Moeda Estrangeira "," 2869892 "," 2080472 "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 449957 "," 438932 "
2.02.02.01," Passivos com Partes Relacionadas "," 144 "," 0 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," 144 "," 0 "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 449813 "," 438932 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Passivo Leasing "," 358582 "," 308867 "
2.02.02.02.04," Impostos a Pagar "," 51142 "," 90421 "
2.02.02.02.05," Partes Relacionadas "," "," "
2.02.02.02.06," Benefícios Pós Emprego "," 38670 "," 39285 "
2.02.02.02.07," Outros Passivos "," 1419 "," 359 "
2.02.03," Tributos Diferidos "," 117137 "," 117137 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 117137 "," 117137 "
2.02.03.01.01," Imposto de Renda e Contribuição Social Diferios "," 117137 "," 117137 "
2.02.03.01.02," Outros "," "," "
2.02.04," Provisões "," 9748 "," 11988 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 9748 "," 11988 "
2.02.04.01.01," Provisões Fiscais "," 7446 "," 8112 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 2302 "," 3876 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.04," Outras provisões "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 659507 "," 57483 "
2.03.01," Capital Social Realizado "," 276185 "," 276185 "
2.03.02," Reservas de Capital "," "," "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 693115 "," 12130 "
2.03.04.01," Reserva Legal "," 48340 "," 3092 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," 0 "," 9038 "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Proposta de Capitalização dos Lucros "," 644775 "," 0 "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.06.01," Transações de capital "," "," "
2.03.06.02," Transações com acionista "," "," "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -309793 "," -230832 "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
