Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," 231711 "," 125992 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 16948561 "," 20550580 "
2.02.01," Empréstimos e Financiamentos "," 12273200 "," 16083845 "
2.02.01.01," Empréstimos e Financiamentos "," 10875249 "," 13188891 "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," 1397951 "," 2894954 "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 1076127 "," 1199523 "
2.02.02.01," Passivos com Partes Relacionadas "," 24648 "," 22855 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 1051479 "," 1176668 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Outros passivos não circulantes "," 408200 "," 509004 "
2.02.02.02.05," Arrendamento mercantil a pagar "," 643279 "," 624771 "
2.02.02.02.06," Obrigações com FIDC "," 0 "," 42893 "
2.02.03," Tributos Diferidos "," 98975 "," 61562 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 98975 "," 61562 "
2.02.04," Provisões "," 3500259 "," 3205650 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 3156261 "," 3034548 "
2.02.04.01.01," Provisões Fiscais "," 1270473 "," 706105 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 435852 "," 429603 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," 1415151 "," 1861231 "
2.02.04.01.04," Provisões Cíveis "," 34785 "," 37609 "
2.02.04.02," Outras Provisões "," 343998 "," 171102 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," 343998 "," 171102 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 43623062 "," 32624240 "
2.03.01," Capital Social Realizado "," 8208826 "," 8208826 "
2.03.02," Reservas de Capital "," -69861 "," -69861 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," -69861 "," -69861 "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 4283314 "," 1641390 "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Reserva de Lucros "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," 2319725 "," 1918315 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 28881058 "," 20925570 "
