Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2.01.05.02.09," Plano de Incentivo de Longo Prazo "," 54701 "," 9559 "
2.01.05.02.10," Contas a Pagar pela Aquisição de Controlada "," 2403788 "," 0 "
2.01.06," Provisões "," 8236 "," 14236 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 8236 "," 14236 "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," 8133 "," 8735 "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," 103 "," 5501 "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," 351220 "," 0 "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," 351220 "," 0 "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 273236 "," 518983 "
2.02.01," Empréstimos e Financiamentos "," 2609 "," 103874 "
2.02.01.01," Empréstimos e Financiamentos "," 2609 "," 103874 "
2.02.01.01.01," Em Moeda Nacional "," 2609 "," 103874 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 255443 "," 346858 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 255443 "," 346858 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Obrigações Negociadas de Controladas "," "," "
2.02.02.02.04," Impostos a Pagar "," 1527 "," 2226 "
2.02.02.02.05," Provisões para Benefícios a Empregados "," "," "
2.02.02.02.06," Parcelamento Tributário - Lei 11.941/09 "," "," "
2.02.02.02.07," Outras Obrigações "," 22651 "," 18665 "
2.02.02.02.08," Plano de Incentivo de Longo Prazo "," 18277 "," 71128 "
2.02.02.02.09," Passivo de Arrendamento IFRS 16 "," 143071 "," 254839 "
2.02.02.02.10," Contas a Pagar pela Aquisição de Controlada "," 69917 "," 0 "
2.02.03," Tributos Diferidos "," 726 "," 51826 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 726 "," 51826 "
2.02.04," Provisões "," 14458 "," 16425 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 14458 "," 16425 "
2.02.04.01.01," Provisões Fiscais "," 6771 "," 6737 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 4615 "," 6846 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 3072 "," 2842 "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 3467211 "," 3018552 "
2.03.01," Capital Social Realizado "," 1500000 "," 1500000 "
2.03.02," Reservas de Capital "," 149344 "," 131732 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," -62754 "," -63400 "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.02.07," Outras Reservas de Capital "," 169241 "," 169241 "
2.03.02.08," Ágio na venda de ações em tesouraria "," 10308 "," 6993 "
2.03.02.09," Opções Outorgadas Reconhecidas "," 32549 "," 18898 "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 1684646 "," 1233450 "
2.03.04.01," Reserva Legal "," 87188 "," 69356 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," 102921 "," 2536 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," 1494537 "," 1161558 "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," "," "
2.03.07," Ajustes Acumulados de Conversão "," 58740 "," 83318 "
2.03.08," Outros Resultados Abrangentes "," 2915 "," 235 "
2.03.08.01," Resultado a Realizar em Operações de Hedge "," "," "
2.03.08.02," Resultado a Realizar em Operações de Hedge-Controladas "," "," "
2.03.08.03," Efeito da Aplicação da IAS 29 (Hiperinflação) "," "," "
2.03.08.04," Outros Resultados Abrangentes "," 2915 "," 235 "
2.03.09," Participação dos Acionistas Não Controladores "," 71566 "," 69817 "
