Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1.01.08.03.08," Ativo não circulante mantido para venda "," 797000 "," 0 "
1.01.08.03.09," Instrumentos financeiros derivativos "," 738000 "," 722000 "
1.01.08.03.10," Concessão de Serviço público (Ativo Contratual) "," 492000 "," 133000 "
1.02," Ativo Não Circulante "," 64020000 "," 51320000 "
1.02.01," Ativo Realizável a Longo Prazo "," 40459000 "," 32611000 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 387000 "," 194000 "
1.02.01.01.01," Títulos Designados a Valor Justo "," 387000 "," 194000 "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 378000 "," 342000 "
1.02.01.04.01," Clientes "," 378000 "," 342000 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 727000 "," 656000 "
1.02.01.07.01," Tributos sobre o lucro diferidos "," 727000 "," 656000 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 38967000 "," 31419000 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Ativo indenizável (concessão) "," "," "
1.02.01.10.04," Tributos sobre o lucro "," 7000 "," 1000 "
1.02.01.10.05," Outros tributos a recuperar "," 4863000 "," 5065000 "
1.02.01.10.06," Beneficio fiscal - ágio incorporado da controladora "," "," "
1.02.01.10.07," Depósitos judiciais "," 1087000 "," 1008000 "
1.02.01.10.08," Despesas pagas antecipadamente "," "," "
1.02.01.10.09," Superávit atuarial "," "," "
1.02.01.10.10," Dividendos a receber "," "," "
1.02.01.10.11," Valores a receber da parcela A e outros itens financeiros "," "," "
1.02.01.10.12," Outros ativos não circulantes "," 94000 "," 114000 "
1.02.01.10.13," Juros sobre capital próprio a receber "," "," "
1.02.01.10.14," Benefícios pós-emprego e outros benefícios "," "," "
1.02.01.10.15," Concessão do serviço público (Ativo financeiro) "," 18516000 "," 14403000 "
1.02.01.10.16," Instrumentos financeiros derivativos "," 1463000 "," 1998000 "
1.02.01.10.17," Outros ativos financeiros não circulantes "," "," "
1.02.01.10.18," Concessão do serviço público (Ativo contratual) "," 12447000 "," 8741000 "
1.02.01.10.19," Direito de uso "," 138000 "," 89000 "
1.02.01.10.20," Ativo Financeiro Setorial (Parcela A e outros) "," 352000 "," 0 "
1.02.02," Investimentos "," 1200000 "," 2427000 "
1.02.02.01," Participações Societárias "," 1200000 "," 2427000 "
1.02.02.01.01," Participações em Coligadas "," 62000 "," 1401000 "
1.02.02.01.04," Participações em Controladas em Conjunto "," 1138000 "," 1026000 "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.02.02.01," Outros investimentos "," "," "
1.02.03," Imobilizado "," 9560000 "," 6821000 "
1.02.03.01," Imobilizado em Operação "," 7079000 "," 5394000 "
1.02.03.02," Direito de Uso em Arrendamento "," "," "
1.02.03.03," Imobilizado em Andamento "," 2481000 "," 1427000 "
1.02.04," Intangível "," 12801000 "," 9461000 "
1.02.04.01," Intangíveis "," 12130000 "," 9461000 "
1.02.04.01.01," Contrato de Concessão "," 12073000 "," 9366000 "
1.02.04.01.02," Outros intangíveis "," 57000 "," 95000 "
1.02.04.02," Goodwill "," 671000 "," 0 "
